93,AMTG64Z00PRT9.csv,A crowd of people walks down the street in a downtown area at daytime; many of whom are holding cameras and taking pictures.,A man's legs,A man with a camera,A sidewalk,A crowd of people,The side of a building,A crowd of people,A street sign,A man with a camera,A sidewalk,A section of wall94,A1S88VQY8G8CNC.csv,two African American children; a boy and a girl; stand next to an elderly white male who is sitting on a bench.  the man is wearing a striped shirt and cap.  about a dozen other people are in the background.  the bottom of a street lamp and a couple of windows can be seen on the right.,two men, and a woman behind them,man's shirt,fingers on bench,three faces,boy's shirt,smiling boy,boy's shirt,boy's face, people in background,girl's face/profile,bottom of street lamp
94,A20SMUCY0FQA7Z.csv,THIS IS A STREET AND THERE ARE MANY PEOPLES ARE SITTING. MAINLY TWO CHILDREN'S  ARE SEE SOME ONE,MAN HEAD AND MAN HEAD,MAN HAND WITH FOREARM,STEELS,MAN HEAD  AND CHILDREN HEAD,CHILDREN CHEST,CHILDREN HEAD,CHILDREN HAND,MAN BODY,CHILDREN FACE,PILLAR
94,A2AMYX1J96G2JG (Low level).csv,THIS STREET INCLUDE TWO KIDS AND ONE GRANDFATHER. KIDS ARE STANDING BOY KID ARE SMILING CUTE SOME ONE AT LOOKING AND ANOTHER GIRL KIT SEEING BOY KID'S HAND AND GRANDPA DOING SOMETHING.,GRANDPA LOOKING SOME THINGS,GRANDPA'S T-SHIRT,THREE AND FOUR IRON STEEL,BOY KID'S ONE EYE,BOY KID'S T-SHIRT'S DESIGN,BOY KID'S SMILING CUTE EXPRESSING,T-SHIRT'S IN SOME TOY PRINTING AND FISH TOO,BACKSIDE MEN,GIRL KID FACE,GIRL KID BACKSIDE PILLAR
94,A2PMYBEFV5GDVS(short).csv,an African boy\n standing and a girl watching him,a man with a hat,a mans tshirt,wooden table,an old man seeing,a boys tsirt,a boy,a boys hand,a lady sitting,a girl ,pillar
94,A2SBISQJE2ZPJQ(low-med).csv,ONE BLACK BOY AND BLACK RACE GIRL IS STANDING ON THE STREET. ONE OLD MAN SITTING AND NEAR THAT BOY.,MAN,MAN'S DRESS,PIPE,MAN'S HEAD,BOY,S SHIRT,BOY'S HEAD,BOYS BAND WITH DRESS,BOY'S FACE,GIRL'S FACE,PILLER
94,A37M4OVE9R80G.csv,a boy and a girl siting in the chair another man also sitting his backside some people walking,man weared t shirt and cap,man t shirt,pipe,man walking boy left side eye,boy tshirt having some printed cartoon,a boy expression,boy tshirt,?,a little girl,logo
94,A3QI1RV4HQ9MOC(med).csv,TWO NEGRO CHILD SITING ON THE ROAD PATH A MAN SITTING ON THE BEHIND THE TWO CHILDREN,A MAN SITTING ON THE TABLE ,A MAN'S SHIRT ,TABLE ON THE ROAD ,AN OLD MAN SITTING ON THE ROAD ,T SHIRT OF THE CHILD ,A BOY CHILD SITTING ON THE ROAD ,A BOY'S HAND ,A MAN TURN ON THE ROAD ,AN AFRICAN BABY STANDING ON THE ROAD ,A ROAD DESIGNING PICTURE 
94,A3VOMP0WOJTB4I.csv,Two children are standing and different people are walking on the street.,man,shirt,bamboo,boy,logo,boy's face,boy's shirt,people,girl,pole
94,A6NN7XDLH3RON.csv,MAN WITH A BLACK HAT JUST SITTING AND BLACK BOY LOOKING ON RIGHT SIDE AND SMILING AND A LITTLE BLACK GIRL LOOKING DOWN,MAN WITH A BLACK HAT,MAN WITH CHECKED T-SHIRT,SUPPORTING RAILS ,MAN WITH BLACK HAT, BLACK BOY LEFT EYE AND A MAN WALKING AND LOOKING ON THE SIDE,BLACK BOY'S T-SHIRT,BLACK BOY'S FACE SMILING,BLACK BOY'S T-SHIRT,BLACK BOY'S RIGHT EYE,LITTLE BLACK GIRL'S HEAD,SOME KIND OF WATER PUMP
94,AMTG64Z00PRT9.csv,Two children and an old man sitting at a bus bench beneath a streetlight in a downtown area; with a crowd of people in the background.,An old man,A man's shirt,Pipes,An old man and a child,A male child's shirt,A male child,A male child's shirt,A crowd of people,A female child,A lamp post95,A1S88VQY8G8CNC.csv,a woman and two men sit at a white; circular table in front of a wall.  behind the wall are grass and trees.  one man holds what looks to be a marker or cigarette lighter; he wears a yellow shirt.  the other man wears an informal white shirt with pictures on it.  the woman is wearing a dark jacket and has a bracelet on her arm.,woman,shirt/table,smiling man,greenery,interested man,?,shirt with pictures on it,trees,arm,elbow
95,A20SMUCY0FQA7Z.csv,THERE ARE THREE PEOPLES SITTING IN THE TABLE. THERE IS A SINGLE WOMEN AND TWO MEN'S ARE SITTING.,WOMEN BODY WITH HAND,MEN HAND WITH PEN,MEN FACE,BACKGROUND TREE,MEN FACE,BACKGROUND,MEN CHEST,MEN HAIR WITH BACKGROUND,MEN ARM,MEN LEFT HAND
95,A2AMYX1J96G2JG (Low level).csv,FACE RECOGNITION FOR THREE PEOPLE AND TOO THEIR FACE EXPRESSIONS DOING STYLE IN YOUTH STYLE POSS GIVE IT. THESE SHOWS ONE GIRL AND TWO MENS.,WOMEN STANDING,MEN GUEST,MEN FACE,TREE,MEN'S LOOK,MEN'S BEFORE STONE,MEN'S T-SHIRT WITH DESIGN,TREE,STONE,MEN'S HAND
95,A2PMYBEFV5GDVS(short).csv,two boys and one girl relaxing.,a girl relaxing ,tissue paper,a boy smiling,trees,a boy smiling,wall,a boys tshirt,tree,stone,hand
95,A2SBISQJE2ZPJQ(low-med).csv,TWO MEN AND ONE WOMAN SITTING ON THE CHAIR. ,WOMAN,BOY'S HAND,BOY'S FACE,?,BOY'S FACE,?,BOY'S T SHIRT,TREE,?,BOY'S HAND
95,A37M4OVE9R80G.csv,two boys and one old women sitting in a chair ; two man looking at one side; girl looking somewhere,girl seeing somewhere,boy hand,boy smiling,?,boy expression,?,boy tshirt,?,?,boy hand
95,A3QI1RV4HQ9MOC(med).csv,TWO BOYS AND A WOMAN SITING ON THE TABLE I BISCUIT POCKET ON THE TABLE INFRONT OF THE TABLE ,A WOMAN SITING ON THE TABLE ,A HAND ON THE POCKET ,A MAN SITTING ON THE ROAD ,TREE IMAGE ,A MAN SITTING ON THE TABLE ,WALL ON THE FLOOR,T SHIRT OF A BOY ,TREE IMAGE ,A HAND OF A MAN ,ARM OF A MAN'S BODY 
95,A3VOMP0WOJTB4I.csv,Three people are sitting and smiling at the camera.,girl,hand,boy,trees,man's face,stem,tshirt,trees,stone,arms
95,A6NN7XDLH3RON.csv,ONE WOMEN AND TWO BOYS SITTING AND SMILING,BLACK T-SHIRT WOMEN JUST STARRING DOWNWARDS,YELLOW T-SHIRT BOY'S HAND,YELLOW T-SHIRT BOY'S HEAD,TREES,WHITE T-SHIRT BOY'S HEAD,TREES,WHITE T-SHIRT BOY'S LEFT HAND,TREES,WHITE T-SHIRT BOY'S RIGHT HAND,WHITE T-SHIRT BOY'S RIGHT ARM
95,AMTG64Z00PRT9.csv,A woman and two men sitting at a picnic table outside at daytime with trees in the background.,A woman,A man's arms resting on a table,A man,Trees,A man,Blurred trees in the background,A man's shirt,Trees in the background,A man's arm,A man's arm96,A1S88VQY8G8CNC.csv,a male and a female smile as they sit at a brown table.  they are either teenagers or in their early 20's.  there is an item on the table which perhaps is a wallet or a technological device.  a white wall is behind them.,arm/table,smiling woman,arm on table.,arm/device on table,female arm/male arm,arm on table,smiling male,arm on table,,
96,A20SMUCY0FQA7Z.csv,THERE IS A TWO PEOPLES ARE SITTING IN THE TABLE. ONE IS WOMEN AND ANOTHER PERSON IS MEN. WOMEN SI SMILING.,WOMEN ARM,WOMEN FACE,WOMEN ARM AND WRIST,WOMEN ARM,WOMEN  LEFTHAND AND MEN RIGHT HAND, MEN ARM  AND WRIST,MEN FACE,MEN LEFT HAND,,
96,A2AMYX1J96G2JG (Low level).csv,TWO JAPANIES GIRLS ONE GIRL CLOSE MOUTH WITH LAUGH AND ANOTHER ONE IS OPEN MOUTH WITH SMILING.,WOMAN'S ARM,WOMAN'S MOUTH WITH SMILE,WOMAN'S SHOULDER CLOTH,WOMAN'S HAND AND NEAR TO MOBILE,TWO WOMEN'S SHOULDERS ONLY,ANOTHER WOMAN'S HAND,ANOTHER WOMAN FACE WITH OPEN SMILING,HAND KNEE,,
96,A2PMYBEFV5GDVS(short).csv,two girls seeing and laughing,shirt,a girl close her mouth,girls hand,mobile phone,two shoulders of a girl,shirt,spectacle girl,hand,,
96,A2SBISQJE2ZPJQ(low-med).csv,TWO WOMANS ARE SITTING IS THERE. ONE LADY CLOSE HER MOUTH WITH HER HAND.,WOMAN'S TOPS,WOMAN'S FACE,WOMAN'S TOPS,WOMAN'S HAND WITH CELL PHONE,TWO WOMAN'S HAND,WOMAN'S COAT,WOMAN'S FACE,WOMAN'S HAND,,
96,A37M4OVE9R80G.csv,girl puts her hand above her nose; man smiling one mobile photo on the table,?,girl puts her hand above her nose,?,mobile phone,?,?,boy smiling,boy hand,,
96,A3QI1RV4HQ9MOC(med).csv,TWO WOMEN SITTING ON THE CHAIR A PHONE HAD INFRONT OF THE WOMEN ON THE TABLE ,A HAND ON THE WOMEN,A WOMAN CLOSING HER MOUTH ,A HAND OF A LADY,A HAND OF A WOMEN BESIDE A PHONE ,SHOULDER OF THE TWO WOMEN,T SHIRT OF THE WOMEN ,A LADY SITTING ON THE TABLE ,A LADY HAND ON THE TABLE ,,
96,A3VOMP0WOJTB4I.csv,Two girls are sitting with each other. with a mobile on the desk.,sleeve,girl's face,table,phone,wall ,wood,spectacles,hands,,
96,A6NN7XDLH3RON.csv,GIRL CLOSING HER MOUTH AND SMILING AND THE BOY SMILING ,GIRL'S LEFT HAND,GIRL'S HEAD,GIRL'S LEFT HAND,GIRL'S RIGHT HAND AND THE MOBILE ON TABLE,GIRL'S RIGHT SHOULDER AND BOY'S LEFT SHOULDER,BOY'S LEFT HAND,BOY'S HEAD,BOY'S RIGHT HAND ,,
96,AMTG64Z00PRT9.csv,A woman and a man sitting at a table indoors; with a smartphone on the table.,A woman's arm resting on a table,A woman,A woman's arm resting on a table,A woman's arm and a smartphone resting on a table,A wall,A man's arms resting on a table,A man,A man's elbow resting on a table,,97,A1S88VQY8G8CNC.csv,three men kneel on pavement; two are smiling and the other looks puzzled.   many people are behind them; in the background.  we can see an arm and a foot of someone walking near the kneeling men.,one kneeling man,arms/legs of 2 men,two smiling men,arm/foot,man with others behind him,arm and foot,pavement,pavement,arm, ear, people in background,
97,A20SMUCY0FQA7Z.csv,THIS IS A STREET ROAD SOME PEOPLES ARE SITING IN THE ROAD AND SOME PEOPLES ARE WALKING IN THE ROAD.,MEN   BODY WITH WOMEN BODY,TWO MEN ARM AND KNEE,MEN HEAD AND MEN HEAD,MEN HEAD AND HAND,ROAD,ROAD,WOMEN RIGHT HAND AND SOME PEOPLE LEG,,,
97,A2AMYX1J96G2JG (Low level).csv,THREE MEN ARE SITTING ON THE STREET. AND ONE MEN HAND HOLD WATERCANE AND ANOTHER TWO MAN ARE SMILING.BACKSIDE SOME PEOPLE DOING WHATEVER WORKS.,SITTING LEFT MEN,HOLD WATERCANE IN MEN,MEN SIT AND SMILE,MEN HAND WITH FINGERS ,MEN FACE ,MEN SITTING STREET WITH DOWN OUR HAND,STREET ROAD,RECTANGLE SURFACE,MEN'S DOWN THE HAND,
97,A2PMYBEFV5GDVS(short).csv,three boys sitting,boys hand in cheeks,hand with watercane,boy smiling,boys hand,a boy sitting,a boy sitting,land  ,land, a boys leg,
97,A2SBISQJE2ZPJQ(low-med).csv,THREE MAN SITTING ON THE FLOOR. NEAR THE MAN LOT OF PEOPLE IS THERE.,MAN,MAN LEG WITH BOTTLE,TWO MAN FACE,MAN HAND,MAN FACE,?,?,MAN'S HAND,,
97,A37M4OVE9R80G.csv,the man sitting halfly in the ground one man feeling very sad holding water in his hand. other two smiling some other people also around them,man having sad face,man holding waterbottle,man smiling,man hand ,man smiling,man hand and leg,?,?,man hand,
97,A3QI1RV4HQ9MOC(med).csv,THREE PEOPLE SITTING CENTER OF THE ROAD SOME PEOPLE HAD SURROUNDED THREE PEOPLE ,A MAN SITTING ON THE ROAD ,TWO MEN LEG SITTING ON THE ROAD ,TWO MAN SITTING ON THE ROAD ,A MAN HAND DOWN ON THE ROAD ,A MAN SITTING ON THE ROAD ,A MAN LEG DOWN ON THE RAOD ,STREET ROAD,STREET ROAD ,A MAN DOWN ON THE ROAD ,
97,A3VOMP0WOJTB4I.csv,Three people are sitting in on the ground.,man,man's hands,boy,boy's fingers,boy's face,knees,floor,tiles,hands,
97,A6NN7XDLH3RON.csv,THREE MEN SITTING ON THE STREET. ONE PERSON HOLDING WATER BOTTLE ,WHITE SHIRT MEN SUPPORTING HIS CHEEK WITH LEFT HAND,TWO MEN SITTING AND ONE HOLDING WATER BOTTLE,MAN'S HEAD,MAN'S LEFT HAND,RED SHIRT MAN'S HEAD,RED SHIRT MAN'S RIGHT HAND,GORUND SURFACE,GROUND SURFACE,WALKING MAN'S LEFT HAND,
97,AMTG64Z00PRT9.csv,Three men are squatting on the sidewalk in a downtown area; with a crowd of people in the background.,A man's head,Two men squatting,A man's head,A man's arm,A man,A man's arm,Sidewalk,Sidewalk,A man's arm,98,A1S88VQY8G8CNC.csv,a very serious looking man looks straight at the camera.  the man is probably around 50 years old and has short gray hair.  he is wearing a light colored shirt and is clean shaven.  some trees are in the background.,?,?,side of forehead,trees ?,trees ?,face,nose/chin/mouth,cheek/ear,ear,shoulder
98,A20SMUCY0FQA7Z.csv,A SINLE OLD MEN SEE  SOMETHING WITH SAD FEELING.,BACKGROUND,BACKGROUND,MAN HEAD,BACKGROUND,BACKGROUND,MEN FACE,MEN NOSE AND MOUTH,MEN LEFT EAR WITH CHIN,MEN LEFT EAR,MEN SHOULDER
98,A2AMYX1J96G2JG (Low level).csv,SINGLE OLD MAN. AND SEEING SOMETHING.,MEN'SBACKSIDE ,TREE,MEN'S HAIR,MEN'S RIGHT SIDE TREE BRANCH,BLANK PAGE,MEN'S EYE,MEN'S MOUTH,MAN'S EAR,MAN'S EAR WITH BACKSIDE,MAN'S BACK T-SHIRT
98,A2PMYBEFV5GDVS(short).csv,a old man,tree ,tree,forehead,tree,backspace,eyes,lips,ears,ears,collar
98,A2SBISQJE2ZPJQ(low-med).csv,ONE MAN STANDING AND SEE SOMETHING. HIS AGE IS 45. HE IS WEAR T-SHIRT,?,?,MAN'S HEAD,?,?,MAN'S FACE,MAN'S MOUTH AND NOSE,MAN'S EAR AND HEAD,MAN'S EAR,MAN'S T-SHIRT
98,A37M4OVE9R80G.csv,old man looking very egarly ,?,?,?,?,?,man eyes and hair,man nose and lips,man ear,man ear,man tshirt
98,A3QI1RV4HQ9MOC(med).csv,A OLD MAN STARRING SOME OTHER PERSON HE STANDS IN A ROAD ,SHADOW OF THE STREET,SHADOW OF THE STREET ,FOREHEAD HALF  OF A MAN,SHADOW OF THE ROAD ,SHADOW OF THE ROAD,FACE OF A MAN,MOUTH OF A MAN,EAR OF A MAN,EAR OF A MAN,COLLAR OF THE T SHIRT 
98,A3VOMP0WOJTB4I.csv,An aged man is starring.,green,pink,hair,leaves,nature,man's face,man's lips,man's ears,man's shirt,man's collar
98,A6NN7XDLH3RON.csv,MAN BOSING FOR THE IMAGE,BACKGROUND,TREES,MAN'S HEAD,TREES,TREES,MAN'S EYES,MAN'S LIPS,MAN'S HEAD,MAN'S RIGHT EAR,MAN;S WHITE COLLAR T-SHIRT
98,AMTG64Z00PRT9.csv,A middle-aged man is looking directly at the camera outdoors; with trees in the background.,Blurred background,Blurred background,The side of a man's head,Blurred background,A man's head,A man's head,The side of a man's head,The side of a man's head,The collar of a man's shirt,99,A1S88VQY8G8CNC.csv,a woman wearing a black hat is taking a picture.  she is wearing a white sweater and a black dress.  behind here are many small houses and a large building.  we see a partial cloudy sky.,elbow/bush,chimney/buildings,sweater/arm,camera/hat,sky,buildings,large building,,,
99,A20SMUCY0FQA7Z.csv,A SINGLE WOMEN TAKE PHOTO SOME ONE.SHE  HAVE A CAMERA  FOR FIND OUT SOMETHING.,WOMEN RIGHT  HAND,BACKGROUND,WOMEN CHEST WITH HAND,WOMEN  HAND WITH CAMERA,SKY,HOME ROOF,HOME,,,
99,A2AMYX1J96G2JG (Low level).csv,ONE SINGLE WOMAN; STANDING NEAR HOME AND DOING TAKE A PHOTOGRAPHY WOMAN. AND NEAR MORE THAN BUILDINGS.,WOMAN'S ELBOW,BUILDING TOP,WOMEN'S CAMERA WITH NECK HOLD,TAKE A CAMERA,SKY,MORE THAN HUT HOME,ONE BIG BUILDING NEAR WOMAN,,,
99,A2PMYBEFV5GDVS(short).csv,a girl taking photograph using camera,girls knee,building,hand,taking photo,sky,small houses,a building,,,
99,A2SBISQJE2ZPJQ(low-med).csv,ONE WOMAN TAKE THE PHOTO WITH CAMERA. SHE IS VERY BEAUTY AND SHE IS WEARED CAP ON THE HEAD,WOMAN'S HAND,PILLER,WOMAN'S HAND WITH CHEST,WOMAN'S with camera,sky,house roof,house,,,
99,A37M4OVE9R80G.csv,girl taking photo with her camera weared cap,girl hand,?,girl body,girl taking photo with her camera,?,?,building,,,
99,A3QI1RV4HQ9MOC(med).csv,A WOMEN TAKE A PICTURE OF SOME PLACES ,ELBOW OF THE LADY,PILLAR OF THER STREET ,A WOMEN HAS TAKE A PHOTO ,A WOMAN HAS TAKE A PHOTO,SKY ,HUT OF THE HOUSE ,A HOUSE ON THE ROAD ,,,
99,A3VOMP0WOJTB4I.csv,A woman is shooting pictures with her camera.,woman's shirt,roof,woman's hands,camera,sky,gallery,building,,,
99,A6NN7XDLH3RON.csv,WOMEN CAPTURING PHOTO ON THE CAMERA,GIRL'S LEFT ELBOW,HEAT EVAPORATING TUNNEL,GIRL'S BODY,CAMERA HOLDED BY TWO HANDS,SKY,HUTS ON THE BACKGROUND,WHITE BUILDING,,,
99,AMTG64Z00PRT9.csv,A woman with a camera is taking a picture on a balcony overlooking the roofs of houses in a town along the coast at daytime; with a large church in the background.,A woman's elbow,A smokestack,A woman holding a camera,A woman holding a camera,Sky,The roofs of houses,A church,,,100,A1S88VQY8G8CNC.csv,two men stand next to each other.  the one on the left is dressed like a pirate.  the one next to him is also dressed in costume; i'm not sure what kind.  both wear hats.  both are looking to their right and both appear very interested in whatever they are looking at.  trees are behind them.,arm/trees,pirate costume,pirate with hat and jacket,arm,face with scarf/trees,hand/belt,shoulder/partial face,shoulder,arm,
100,A20SMUCY0FQA7Z.csv,TWO MEN'S ARE STANDING UNDER THE TREE. ONE MAN HAVE A KNIFE IN THE BAG. THE TREE IN THE BACKGROUND .,MEN RIGHT HAND,MEN CHEST,MEN BODY,MEN RIGHT HAND,SECOND MEN BODY WITH FACE,SECOND MEN HAND,SECOND MEN SHOULDER,SECOND MEN ARM,BACKGROUND,
100,A2AMYX1J96G2JG (Low level).csv,TWO MEN ARE IN PIRATES SUIT AND GOSSIPING  ,TREE,MAN'S KNIFE IN OUR KIP,MEN FACE WITH CAP,HAND,ANOTHER MAN FACE,MEN FINGER,MEN SHOULDER,MEN COURT WITH SUITABLE SHIRT ,MEN'S BACKSIDE,
100,A2PMYBEFV5GDVS(short).csv,a mans are speaking,a mans shoulder,hand,a mans face,bag ,an old man,old mans hand,old mans costume,costume,wall,
100,A2SBISQJE2ZPJQ(low-med).csv,two mans are  wearing his  traditional dress and somping speaking towards.,man's jacket,man's dress,man's face,instruments,man's face,man's scarf with hand,man's shoulder,man's dress,?,
100,A37M4OVE9R80G.csv,two boys weared something different dress which was used in epic culture,?,man dress,man weared cap expressing something,?,man expressing something,?,,,,
100,A3QI1RV4HQ9MOC(med).csv,A TWO MAN STANDING ON THE ROAD ,TREE IMAGE,A SHIRT ON A MAN,A MAN ON THE ROAD ,A MAN HAND DOWN ON THE ROAD ,A MAN ON THE ROAD ,A LIGHT ON THE TABLE ,SHOULDER OF A MAN,SHIRTS ON THE MAN,SHADOW OF THE PICTURE ,
100,A3VOMP0WOJTB4I.csv,Two people are standing with each other in fancy costumes.,greenery,jacket,man's face,wood,cap,hands,coat,blue,bamboo,
100,A6NN7XDLH3RON.csv,TWO MENS WITH PIRATES SUITS ARE GOSSIPING ,MAN'S BLACK JACKET,BLACK JACKET MAN'S BODY,BLACK JACKET MAN'S HAT HEAD,SOME TOYS ON BLACK MAN'S HAND,BLUE SUIT MAN'S HEAD,BLUE SUIT MAN'S RIGHT HAND,BLUE SUIT MAN'S SHOULDER,BLUE SHIRT MAN'S RIGHT HAND,MAN'S BLUE CLOTHES,
100,AMTG64Z00PRT9.csv,Two men dressed in pirate costumes standing beside a wooden railing outdoors; with trees in the background. ,Leaves,A leather jacket,A man in a pirate costume,A man's arm,A man in a pirate costume,A man's hand,A man in a pirate costume,A man's sleeve,Blurred background,101,A18P2TPQ8EEODH.csv,This image playing to ground with the power of horse. they treat to horse will power given to rice the ball to reach the opposite goal.first person initiate more will power to horse but second person have a chance to take ball to opposite goal.,horse face and playing stick,horse with men face,horse face men shoulder,men face only,men body with out face,palying stick,,,,
101,A1S88VQY8G8CNC.csv,three men are taking part in a sport which involves them holding some sort of mallet while they ride horses.  (I don't know the name of this sport; maybe some kind of cricket).  the men on their horses are all bunched up within a few feet of each other.  they are on a field of grass and there are quite a few spectators watching.,horse's face, another horse's body,two men on horses,portion of man and horse,near another horse.,man holds mallet,man on horse,mallet,,,,
101,A2SBISQJE2ZPJQ.csv,THREE HORSE RIDING PLAYER PARTICIPATE TO HORSE RIDE COMPETITION,HORSE BODY,MEN AND HORSE,HORSE FACE,MAN FACE,MAN'S BODY AND HORSE BODY,GROUND,,,,
101,A2SYRFPPV9WDEG.csv,A polo match with three men in frame going for the ball with two men in white and one in green.,horse chest,horses and men,horse head,man head,man thigh,mallot,,,,
101,A37M4OVE9R80G.csv,playing playing hocky in horse three players playing with three horses in grassy ground,horse legs and horse face,one man seeing below other man watching that,horse face,man holding stick,man sitting in horse,hocky stick,,,,
101,A3VOMP0WOJTB4I(short).csv,Three players are playing a game called polo and public is watching.,horse,player,tshirt,cap,player leg,grass,,,,
101,A4T7PYGN1BE2P(short).csv,The group of people playing horseball where group of people are watching the game.,horses,player on horse back,horse,player,player on horseback,stick,,,,
101,A6NN7XDLH3RON(low).csv,PEOPLES SITTING ON THE HORSE,DOUBLE HORSE WEAR THE BELT,A MAN SITTING ON THE HORSE,A HORSE HEAD ON A MAN ,A MAN'S HEAD,A MAN'S FOOT,HORSE RIDING STICK,,,,
101,AEF601SQFOSBL(2pics not load in).csv,Three men and three horses are in the ground.They are carrying stick and playing game polo.,one horse face, horse's leg and man's leg,two men and two horse,horse head and man's back,man's head and polo stick,man's leg and horse's body,polo stick,,,,
101,AHL33DDQX8O6K.csv,Three hokey players are on their horse; chasing the ball with their sticks. Some audiences are watching at the background; in front of their cars.,Two horses' chest,A hokey player,A horse head,A player in green,A player on his horse,A stick in the air,,,,102,A18P2TPQ8EEODH.csv,This man except to take snap on camara but his face reaction is nothing. simply take snap if he like snap share to something. But before taken the snap he has trimming his beard.overall looking ok.,men left ear,men left eye,nose & ear,men forehead and hair,men nose with beard,men right eye,nose & ear,men neck,backside wall,backside wall,backside wall,
102,A1S88VQY8G8CNC.csv,a man of around 30 years old looks straight at the camera.  he has dark curly hair; a mustache; and short beard.  he is wearing a green tee shirt.,ear,portion of face,forehead/hair,mustache/beard,portion of face,parts  of beard and shirt,wall,wall,wall,
102,A2SBISQJE2ZPJQ.csv,ONE MAN STANDING  AND SEE THE SOMETHING. HE IS NORMAL PERSON.,MEN'S EAR,MEN'S EYE AND FOREHEAD,MEN'S HEAD,MEN'S MOUTH,MEN'S EYE AND FOREHEAD,MEN'S SHOULDER,?,?,?,
102,A2SYRFPPV9WDEG.csv,A curly/waiv haired white male with green eyes and a scraggly beard wearing a green t-shirt.,right side of face,right eye,hair and forehead,chin,left eye,neck,?,?,?,
102,A37M4OVE9R80G.csv,man giving pose a casual look,man ears,man left eye and ear,man hair,man nose and lips ,man nose and right eye,man chin,?,?,?,
102,A3VOMP0WOJTB4I(short).csv,A man is looking good and calm.,man's ears,man's eyes,man's hair,man's beard,man's nose,man's t-shirt,wall,paint,wood,
102,A4T7PYGN1BE2P(short).csv,white man is looking,ears,left eye,forehead,nose and mouth ,right eye,neck,wall,wall,wall,
102,A6NN7XDLH3RON(low).csv,A SINGLE MAN ; HE IS NOW STANDING; looking cute and see something,a man's right side ear,a man's right side eye,a man's head,a man's mouth,a man's left side eye,a man's shoulder,back side wall of this picture,back side wall of this picture,back side wall of this picture,
102,AEF601SQFOSBL(2pics not load in).csv,A man with a green T-shirt and green eyes.,man's right ear,man's right eye,man's forhead,man's lip and chin,man's left side face,man's shoulder,background wall,background wall,background wall,
102,AHL33DDQX8O6K.csv,A man with stubble wearing a green t-shirt. He has curly hair and dark green eyes. ,Right side of a man's face,Right side of a man's face,Man's forehead,Lower half of man's face,Left side of a face,shoulder and lower half of face,background,background,background,103,A18P2TPQ8EEODH.csv,she is waiting for someone and her face expression to receive with happy mood. she did good makeup to receive the person whom like her. looking good with expression.,women left side hair,women left side stead and hair,wome left side eye & eyebrow ,women forehead,women under eye with nose,women lips,women right side eye & eyebrow,women fingure,women right side hair with light show her stead,women right side hair
103,A1S88VQY8G8CNC.csv,an African American woman; approximately 25 years old with pink lipstick and long curvy black hair. she shows little emotion and has her hands under her chin.,hair,hair,eye,forehead,part of eyes/nose,lips,eye,chin on hands,hair,hair
103,A2SBISQJE2ZPJQ.csv,ONE WOMAN POSE TO THE CAMERA UNDER ON THE CHIN HER HAND.,WOMAN'S HAIR,WOMAN'S HAIR,WOMAN'S EYE,WOMAN'S FOREHEAD,WOMAN'S NOSE,WOMAN'S MOUTH,WOMAN'S EYE,WOMAN'S FINGERS,WOMAN'S HAIR,WOMAN'S HAIR
103,A2SYRFPPV9WDEG.csv,A black women with wavy hair looking toward the camera smiling with her chin resting on her folded hands,hair,hair,right eye,skin,nose,mouth and chin,left eye,fingers,hair,hair
103,A37M4OVE9R80G.csv,a giving casual pose holding her chin in his hand,girl hair,girl hair,girl left eye,?,girl nose,girl lips,girl right eye,girl hand,girl hair,girl hair
103,A3VOMP0WOJTB4I(short).csv,A girl is looking eagerly.,girl's hair,black,girl's eyes,skin,girl's nose,lips,girl's eyes,girl's fingers,silky,smooth
103,A4T7PYGN1BE2P(short).csv,the beautiful black modal ,hair,ear,left eye,forehead,nose,lips,right eye,chin,hair,hair
103,A6NN7XDLH3RON(low).csv,a girl see something with nice look; she is very cute.,a women's right side hair,right side ear of the girl,right side eye of the girl,a girl's forehead,nose of the girl,mouth of the girl,a women's left side eye,a women's left side eye,a women's left side hair,a women's left side hair
103,AEF601SQFOSBL(2pics not load in).csv,A black lady with curly hair put lipstick in her lip. She put her hands on chin and smiling.,curly hair,curly hair and earring,right eye,?,nose,lip with lipstick,left eye,left chin and right hand's fingers,curly hair,curly hair
103,AHL33DDQX8O6K.csv,The face of a black woman with black hair who wear pink lipstick and ear rings,hair,hair and ear ring,Right eye,forehead,nose,lips,Left eye,lower left face with fingers,hair,hair104,A18P2TPQ8EEODH.csv,river falls playing with fun their team. all are enjoying to travel this river falls and last one person his jacket is different. he is the guide and lead this.,left side women stick,women and men faces with helmet,right side women stick,men & women faces with helmet,men & women faces with helmet,lead men face with cap and helmet,women face and her stick with helmet,stick and boat,water flow,right side stick with boat
104,A1S88VQY8G8CNC.csv,eight people hold oars as they ride on a yellow raft.  four are women; three are men; and one can not be determined.  their are large waves under and behind them.  the raft has \800 pro raft\ in black letters on the side  one man wears a hat; all the others wear helmets.,oar, water,two people, water,wave, oar,faces of two people,faces of two people,face of one man,woman holds oar,side of raft,water,water, oar
104,A2SBISQJE2ZPJQ.csv,FOUR MEN'S AND FOUR WOMAN'S ARE PLAY THE BOATING ON THE RIVER. THEM ALSO VERY HAPPY AND VERY ENJOY,BOAT HANDLE,MEN AND WOMAN,WATER,MEN AND WOMAN,MEN AND WOMAN,MEN,WOMAN,BOAT,WATER,HANDLE WITH WATER
